current_timestamp,current_timestamp,'Green Bay Packers','NFC',372,526,358,4106,48,5
current_timestamp,current_timestamp,'Buffalo Bills','AFC',410,596,397,4620,40,11
current_timestamp,current_timestamp,'Tampa Bay Buccaneers','NFC',410,626,364,4626,42,12
current_timestamp,current_timestamp,'Tennessee Titans','AFC',316,485,381,3653,33,7
current_timestamp,current_timestamp,'New Orleans Saints','NFC',370,522,367,3758,28,8
current_timestamp,current_timestamp,'Kansas City Chiefs','AFC',420,630,397,4854,40,7
current_timestamp,current_timestamp,'Baltimore Ravens','AFC',257,406,327,2739,27,11
current_timestamp,current_timestamp,'Seattle Seahawks','NFC',388,563,356,3941,40,13
current_timestamp,current_timestamp,'Indianapolis Colts','AFC',371,552,364,4053,24,11
current_timestamp,current_timestamp,'Las Vegas Raiders','AFC',369,551,359,4217,28,10
current_timestamp,current_timestamp,'Minnesota Vikings','NFC',349,516,383,4009,35,13
current_timestamp,current_timestamp,'Pittsburgh Steelers','AFC',428,656,322,4003,35,11
current_timestamp,current_timestamp,'Arizona Cardinals','NFC',387,575,381,3916,27,13
current_timestamp,current_timestamp,'Cleveland Browns','AFC',315,501,355,3539,27,8
current_timestamp,current_timestamp,'Miami Dolphins','AFC',370,559,345,3736,24,13
current_timestamp,current_timestamp,'Atlanta Falcons','NFC',408,628,366,4363,27,11
current_timestamp,current_timestamp,'Dallas Cowboys','NFC',413,639,371,4161,25,13
current_timestamp,current_timestamp,'Houston Texans','AFC',383,546,326,4538,33,7
current_timestamp,current_timestamp,'Los Angeles Chargers','AFC',413,627,373,4329,31,10
current_timestamp,current_timestamp,'Detroit Lions','NFC',374,582,350,4104,27,13
current_timestamp,current_timestamp,'San Francisco 49ers','NFC',371,570,350,4033,25,17
current_timestamp,current_timestamp,'Los Angeles Rams','NFC',392,590,352,4014,20,14
current_timestamp,current_timestamp,'Chicago Bears','NFC',402,614,335,3655,26,16
current_timestamp,current_timestamp,'Carolina Panthers','NFC',373,550,335,3888,16,16
current_timestamp,current_timestamp,'Washington Football Team','NFC',389,601,322,3465,16,16
current_timestamp,current_timestamp,'Philadelphia Eagles','NFC',334,598,336,3327,22,20
current_timestamp,current_timestamp,'New England Patriots','AFC',283,440,332,2890,12,14
current_timestamp,current_timestamp,'Denver Broncos','AFC',317,556,308,3451,21,23
current_timestamp,current_timestamp,'Cincinnati Bengals','AFC',372,581,318,3448,19,11
current_timestamp,current_timestamp,'Jacksonville Jaguars','AFC',387,616,310,3699,25,16
current_timestamp,current_timestamp,'New York Giants','NFC',321,517,297,3026,12,11
current_timestamp,current_timestamp,'New York Jets','AFC',292,499,269,2796,16,14
